Date,Open,High,Low,Close,Adj Close,Volume
5/10/23,109.849998,115.510002,109.370003,113.190002,113.190002,34191000
5/11/23,113.139999,114.459999,111.040001,111.199997,111.199997,9579400
5/12/23,111.360001,111.559998,104.209999,105.275002,105.275002,14740400
5/15/23,105.059998,106.150002,103.550003,105.779999,105.779999,5422500
5/16/23,105.720001,107.580002,104.300003,105.410004,105.410004,5585300
5/17/23,106.07,109.93,104.940002,108.330002,108.330002,6887400
5/18/23,108.339996,112.339996,108.339996,111.870003,111.870003,6945900
5/19/23,110.82,110.82,106.644997,107.379997,107.379997,9124200
5/22/23,106.260002,110.730003,106.199997,109.93,109.93,7350600
5/23/23,109,109.706001,105.669998,106.25,106.25,6498200
5/24/23,105.459999,106.589996,103.82,105.709999,105.709999,5371700
5/25/23,106.099998,106.519997,103.739998,104.419998,104.419998,4834500
5/26/23,105.18,107.614998,104.989998,106.809998,106.809998,4677600
5/30/23,107.724998,108.789001,106.019997,107.190002,107.190002,5460100
5/31/23,105.599998,110.095001,103.739998,109.769997,109.769997,10263100
6/1/23,109.839996,113.540001,109.110001,112.160004,112.160004,6644100
6/2/23,112.93,118.449997,112.93,118.059998,118.059998,10122000
6/5/23,115.120003,116.595001,112.315002,115.690002,115.690002,8324400
6/6/23,115.919998,119.089996,115.410004,117.300003,117.300003,5025700
6/7/23,118.139999,120.160004,115.919998,116.550003,116.550003,4637600
6/8/23,114.970001,116.330002,113.580002,115.5,115.5,4432700
6/9/23,120.25,122.739998,117.449997,117.860001,117.860001,7427200
6/12/23,119.364998,125,118.879997,124.589996,124.589996,7876600
6/13/23,124.610001,125.739998,123.220001,124.900002,124.900002,5276800
6/14/23,125.389999,126.386002,122.764999,125.139999,125.139999,5696700
6/15/23,122.959999,128.380005,122.75,127.849998,127.849998,5599400
6/16/23,128.679993,129.199997,126.790001,128.679993,128.679993,6892400
6/20/23,126.370003,127.629997,124.394997,126.449997,126.449997,5383600
6/21/23,125.089996,129.259995,125.089996,127.459999,127.459999,4711900
6/22/23,126.580002,128.619995,125.349998,127.959999,127.959999,3935600
6/23/23,125.989998,126.800003,124,124.730003,124.730003,5794100
6/26/23,122.900002,126.699997,122.800003,123.129997,123.129997,3645800
6/27/23,124.410004,128.169998,123.32,127.889999,127.889999,4507700
6/28/23,127.389999,131.880005,126.169998,127.629997,127.629997,6130400
6/29/23,127.639999,128,123.419998,125.099998,125.099998,4242000
6/30/23,127.25,131.139999,127.019997,128.160004,128.160004,4600100
7/3/23,129.279999,134.270004,129.229996,132.350006,132.350006,5001800
7/5/23,131.845001,132.949997,130.535004,131.690002,131.690002,3429900
7/6/23,129.169998,129.322998,126.059998,128.160004,128.160004,3733600
7/7/23,128.160004,131.619995,128.059998,130.320007,130.320007,3148100
7/10/23,130.179993,133.339005,129.610001,131.710007,131.710007,4052000
7/11/23,129.449997,138.089996,128.770004,137.539993,137.539993,10045600
7/12/23,139.350006,140.320007,135.520004,137.020004,137.020004,5583600
7/13/23,138.960007,140.600006,137.300003,140.089996,140.089996,5532300
7/14/23,140.25,143.570007,139.690002,143.339996,143.339996,6496600
7/17/23,142.289993,147.399994,142.289993,145.360001,145.360001,5755800
7/18/23,144,147.539993,143.75,146.529999,146.529999,4124900
7/19/23,145.75,147.675003,144.190002,145.535004,145.535004,4968600
7/20/23,143.589996,146.270004,143.5,145.279999,145.279999,4246300
7/21/23,147,149.990005,146.910004,148.770004,148.770004,11794500
7/24/23,147.059998,148.289993,144.179993,147.619995,147.619995,4370800
7/25/23,147.610001,150.779999,147.460007,148.649994,148.649994,4121300
7/26/23,147.830002,150.270004,147.089996,150.169998,150.169998,4055500
7/27/23,151.889999,153.175003,147.554993,148.5,148.5,5426000
7/28/23,150.229996,154.490005,150.210007,153.330002,153.330002,4162300
7/31/23,153.860001,154.949997,151.550003,152.190002,152.190002,4457300
8/1/23,149.619995,150.419998,148.029999,148.910004,148.910004,4519600
8/2/23,146.449997,147.115005,143.190002,144.559998,144.559998,7026100
8/3/23,140.940002,143.102997,139.75,140.880005,140.880005,11441200
8/4/23,140.470001,145.320007,137.619995,140.169998,140.169998,8621800
8/7/23,142,144,138.789993,143.199997,143.199997,4079100
8/8/23,140.520004,140.520004,137.029999,139.550003,139.550003,4685800
8/9/23,140.139999,140.550003,137.330002,137.869995,137.869995,3389700
8/10/23,139.869995,140.970001,135.649994,135.970001,135.970001,3437600
8/11/23,134.149994,134.259995,131.699997,133.679993,133.679993,4372200
8/14/23,133.559998,133.789993,131.740005,133.240005,133.240005,3373800
8/15/23,132.5,132.809998,129.729996,129.850006,129.850006,3970500
8/16/23,129,130.149994,128.399994,128.830002,128.830002,3336900
8/17/23,129.220001,129.600006,127.371002,127.989998,127.989998,3908500
8/18/23,124.93,126.080002,123.379997,125.059998,125.059998,5907800
8/21/23,126.154999,126.540001,123.489998,124,124,4876000
8/22/23,124.25,127.239998,124.000999,127.080002,127.080002,4946000
8/23/23,126.900002,129.184998,126.400002,128.130005,128.130005,4605400
8/24/23,128.229996,128.839996,124.639999,124.720001,124.720001,2980800
8/25/23,125.040001,126.599998,124.190002,125.790001,125.790001,2415200
8/28/23,127,127,124.949997,126.154999,126.154999,2348500
8/29/23,126.550003,132.880005,126,132.25,132.25,5622900
8/30/23,130.470001,132.449997,129.309998,130.610001,130.610001,4709900
8/31/23,130.600006,132.440002,129.809998,131.550003,131.550003,3860300
9/1/23,133.699997,134.5,131.330002,132.690002,132.690002,4418300
9/5/23,141.149994,144.259995,139.800003,142.289993,142.289993,21052800
9/6/23,140.779999,143.220001,140.266006,141.770004,141.770004,7114400
9/7/23,139.25,144.25,139.009995,143.270004,143.270004,7928200
9/8/23,143.940002,146.850006,143.179993,145.820007,145.820007,9326600
9/11/23,146.220001,148.25,144.860001,147.330002,147.330002,7179000
9/12/23,146.880005,151.154999,146.820007,147.5,147.5,7342700
9/13/23,146,147,143.604996,144.714996,144.714996,7893300
9/14/23,144.610001,145.720001,141.690002,144.119995,144.119995,8365500
9/15/23,143.585007,144.949997,142.100006,142.75,142.75,74786400
9/18/23,141.929993,144.399994,141.190002,142.550003,142.550003,7351400
9/19/23,141.860001,142.570007,139.770004,141.850006,141.850006,6674100
9/20/23,142.759995,143.270004,137.949997,138.009995,138.009995,5189000
9/21/23,135.554993,135.979996,132.389999,132.75,132.75,8514300
9/22/23,133.710007,134.184006,131.119995,132.199997,132.199997,4278500
9/25/23,130.800003,134.25,130.800003,134.139999,134.139999,4154500
9/26/23,132.779999,133.940002,131.169998,132.279999,132.279999,4194000
9/27/23,133.800003,134.899994,131.220001,134.029999,134.029999,3771300
9/28/23,133.649994,138.229996,132.880005,136.470001,136.470001,4058900
9/29/23,138.050003,141.074997,136.360001,137.210007,137.210007,4781100
10/2/23,136.550003,138,135.360001,136.559998,136.559998,3489100
10/3/23,132.169998,133.410004,126.489998,127.730003,127.730003,9019700
10/4/23,128.75,130.220001,127.294998,127.410004,127.410004,5822000
10/5/23,126.540001,126.620003,121.669998,124.989998,124.989998,7630200
10/6/23,123,127.400002,122.019997,126.360001,126.360001,5152300
10/9/23,124,127.919998,121.809998,127.769997,127.769997,5092000
10/10/23,127.690002,132.779999,126.949997,131.589996,131.589996,5114700
10/11/23,132.119995,132.690002,128.520004,130,130,3456500
10/12/23,130.289993,130.410004,124.82,125.970001,125.970001,4023300
10/13/23,127.610001,129.839996,123.550003,124.080002,124.080002,4926500
10/16/23,125.190002,126.760002,124.185997,125.190002,125.190002,2706100
10/17/23,123.760002,126.779999,122.660004,125.709999,125.709999,3073600
10/18/23,123.019997,124.349998,121.720001,122.169998,122.169998,4098400
10/19/23,122.389999,123.480003,119.330002,119.970001,119.970001,4374400
10/20/23,119.489998,119.919998,116.080002,116.489998,116.489998,6194900
10/23/23,116.480003,122.525002,115.550003,120.389999,120.389999,5442500
10/24/23,121.18,123.169998,120.57,122.010002,122.010002,3651600
10/25/23,120.75,120.75,118.32,118.5,118.5,4844500
10/26/23,118.139999,119.547997,114.400002,115.470001,115.470001,5217500
10/27/23,116.209999,116.745003,113.235001,114.089996,114.089996,5201600
10/30/23,117.150002,118.589996,115.349998,116.949997,116.949997,5218000
10/31/23,117.129997,118.690002,114.910004,118.290001,118.290001,4647400
11/1/23,118.25,119.889999,116.660004,119.470001,119.470001,9336500
11/2/23,122.510002,122.739998,114.099998,115.5,115.5,14053500
11/3/23,117.980003,123.449997,117.379997,122.639999,122.639999,9015200
11/6/23,123.214996,123.93,116.849998,118.169998,118.169998,7702000
11/7/23,118.25,122.18,118.099998,121.080002,121.080002,5163900
11/8/23,119.43,121.199997,116.179001,117.660004,117.660004,7814000
11/9/23,118.349998,119.529999,115.199997,115.519997,115.519997,5519600
11/10/23,114.525002,118.540001,114.169998,118.150002,118.150002,4773500
11/13/23,117.510002,119.860001,117.401001,119.150002,119.150002,3408800
11/14/23,122.355003,127.120003,121.510002,126.68,126.68,8405200
11/15/23,128,131.619995,127.060997,128.350006,128.350006,6851400
11/16/23,127.120003,128.399994,125.309998,126.279999,126.279999,4177300
11/17/23,126.650002,127.970001,125.449997,127.150002,127.150002,3795700
11/20/23,127.400002,130.949997,127.010002,129.699997,129.699997,4634600
11/21/23,128,128.050003,124.93,126.82,126.82,4587100
11/22/23,127.75,130.580002,127.709999,129.039993,129.039993,3973900
11/24/23,129.050003,129.589996,127.779999,128.369995,128.369995,2058900
11/27/23,127.5,129.559998,125.849998,129,129,4408400
11/28/23,128.789993,129.539993,125.849998,127.559998,127.559998,4024400
11/29/23,127,129.582993,126.059998,126.480003,126.480003,4615400
11/30/23,127,128.130005,125.084999,126.339996,126.339996,5956300
12/1/23,125.5,135.419998,125.400002,135.020004,135.020004,7419200
12/4/23,134,136.75,132.720001,133.699997,133.699997,5263400
12/5/23,132.679993,135.705002,132.660004,133.710007,133.710007,4202200
12/6/23,135.589996,138.479996,135.139999,135.309998,135.309998,4932000
12/7/23,135.509995,141.160004,135.429993,139.839996,139.839996,7108600
12/8/23,138.190002,141.539993,137.810104,140.679993,140.679993,4389736
