Date,Open,High,Low,Close,Adj Close,Volume
12/9/22,93.839996,96.667999,93.239998,94.699997,94.699997,4405800
12/12/22,93.760002,95.959999,93.489998,95.580002,95.580002,4664100
12/13/22,100.370003,100.650002,93.120003,93.339996,93.339996,7378900
12/14/22,93.540001,95.260002,91.209999,93.93,93.93,6737800
12/15/22,91.519997,92.709999,89.519997,90.610001,90.610001,5332000
12/16/22,89.860001,91.290001,88.559998,89.57,89.57,6830200
12/19/22,89.510002,89.760002,85.400002,85.93,85.93,4717100
12/20/22,86.709999,90.860001,86.519997,87.620003,87.620003,7325800
12/21/22,87.489998,88.790001,86.589996,87.07,87.07,5594800
12/22/22,85.540001,86.089996,82.580002,84.870003,84.870003,5643100
12/23/22,84.699997,85.510002,83.5,85.25,85.25,3057700
12/27/22,84.779999,84.93,82.830002,83.489998,83.489998,3982400
12/28/22,83.25,84.25,81.910004,82.489998,82.489998,4931700
12/29/22,82.970001,85.559998,82.290001,85.230003,85.230003,4031300
12/30/22,83.610001,86.059998,83.599998,85.5,85.5,3372500
1/3/23,87.385002,88.139999,84.300003,84.900002,84.900002,3901200
1/4/23,85.889999,88.839996,84.790001,88.720001,88.720001,4817100
1/5/23,88.480003,88.5,86.75,87.709999,87.709999,3419000
1/6/23,88.519997,88.739998,85.709999,88.519997,88.519997,4348400
1/9/23,90.254997,92.050003,88.879997,89.239998,89.239998,4319400
1/10/23,88.860001,89.620003,86.75,88.540001,88.540001,4165600
1/11/23,89,94.830002,88.863998,94.440002,94.440002,7718900
1/12/23,95.309998,98.949997,94.019997,98.489998,98.489998,7695200
1/13/23,97.5,100.699997,97.419998,100.370003,100.370003,6529000
1/17/23,99.915001,102.735001,99.099998,101.269997,101.269997,5496200
1/18/23,101.410004,103.800003,100.32,101.110001,101.110001,6062200
1/19/23,99.839996,100.519997,97.57,99.099998,99.099998,4996700
1/20/23,99.010002,101.370003,98.111,101.279999,101.279999,5104000
1/23/23,101.989998,105.379997,101.349998,105.220001,105.220001,4442700
1/24/23,104.699997,106.389999,103.82,104.129997,104.129997,3514700
1/25/23,100.360001,104.675003,99.841003,104.440002,104.440002,5169300
1/26/23,106.300003,109.489998,105.675003,109.419998,109.419998,5196600
1/27/23,108.860001,117.120003,108.735001,115.940002,115.940002,9548500
1/30/23,114.129997,115.080002,109.275002,109.480003,109.480003,5469900
1/31/23,109.480003,111.230003,108.82,111.110001,111.110001,3867200
2/1/23,111.110001,114.889999,109.830002,113.989998,113.989998,4053600
2/2/23,116.25,119.849998,116.239998,118.519997,118.519997,7166900
2/3/23,116.040001,121.400002,115.849998,118.699997,118.699997,6130700
2/6/23,117.410004,119.334,116.809998,118.349998,118.349998,3204100
2/7/23,117.910004,120.209999,115.138,119.690002,119.690002,4397700
2/8/23,119.389999,119.809998,115.57,116.360001,116.360001,3605400
2/9/23,118,119.279999,114.519997,114.940002,114.940002,4508700
2/10/23,112.25,113.360001,106.538002,108.870003,108.870003,6463500
2/13/23,110,116.900002,109.809998,116.419998,116.419998,7657200
2/14/23,116.290001,121.32,115.199997,120.870003,120.870003,17145000
2/15/23,130,138.75,129.850006,137.009995,137.009995,32481900
2/16/23,135.649994,144.630005,134.729996,139.419998,139.419998,18705800
2/17/23,137.434998,138.399994,130.729996,131.600006,131.600006,11386700
2/21/23,129.770004,132.850006,128.145004,128.779999,128.779999,6618700
2/22/23,128.139999,128.880005,124.550003,127.209999,127.209999,5759000
2/23/23,128.210007,128.850006,121.919998,125.519997,125.519997,7013500
2/24/23,123.040001,124.849998,120.191002,122.779999,122.779999,5119800
2/27/23,123.949997,125.059998,122.730003,123.529999,123.529999,5011400
2/28/23,125.110001,126.384003,123.029999,123.279999,123.279999,7317100
3/1/23,122.375,123.300003,120.389999,120.830002,120.830002,4645000
3/2/23,119.669998,123.260002,119.360001,122.379997,122.379997,4087300
3/3/23,123.18,125.870003,122.699997,125.730003,125.730003,5499400
3/6/23,126.355003,129.440002,125.279999,126.330002,126.330002,5292500
3/7/23,125.739998,130.850006,125.5,126.940002,126.940002,5590800
3/8/23,126.900002,127.660004,124.739998,125,125,3290800
3/9/23,125.059998,125.199997,119.709999,119.839996,119.839996,6147700
3/10/23,119.735001,121.440002,115.849998,118.300003,118.300003,5254800
3/13/23,115.722,117.900002,113.660004,115.959999,115.959999,5282000
3/14/23,118.940002,119.099998,114.910004,116.360001,116.360001,5416400
3/15/23,113.860001,114.32,111.510002,113.580002,113.580002,6305100
3/16/23,113.949997,120.059998,113.510002,119.989998,119.989998,7691900
3/17/23,119.714996,119.959999,116.550003,118.150002,118.150002,5513600
3/20/23,118.059998,119.019997,116.625,118.400002,118.400002,3997700
3/21/23,120,124.43,119.849998,123.690002,123.690002,5374400
3/22/23,123.889999,125.43,121,121.169998,121.169998,3971100
3/23/23,122.510002,124.660004,118.330002,120.300003,120.300003,4028500
3/24/23,119.5,119.699997,115.389999,116.919998,116.919998,4290900
3/27/23,117.989998,119.274002,116.739998,117.910004,117.910004,2819600
3/28/23,117.970001,118.309998,116.014999,116.610001,116.610001,2941000
3/29/23,118.339996,119.190002,117.151001,118.800003,118.800003,2711500
3/30/23,120.800003,122.650002,120.110001,122.279999,122.279999,5437900
3/31/23,123.300003,125.940002,122.800003,124.400002,124.400002,5533800
4/3/23,123,123.089996,119.710999,121.459999,121.459999,4230600
4/4/23,121.68,122.059998,118.209999,118.459999,118.459999,3349300
4/5/23,117.870003,117.870003,111.489998,115.339996,115.339996,6737000
4/6/23,113.339996,113.415001,107.660004,109.690002,109.690002,14400100
4/10/23,108.690002,112.629997,108.400002,112.599998,112.599998,5406400
4/11/23,113.559998,114.800003,112.589996,114.25,114.25,4845400
4/12/23,114.800003,115.839996,111.400002,112.419998,112.419998,6068700
4/13/23,113.18,114.400002,112.809998,113.949997,113.949997,3878100
4/14/23,113.889999,115.120003,113.019997,114.650002,114.650002,3415200
4/17/23,115.419998,116.18,114.589996,116.169998,116.169998,3287100
4/18/23,119.830002,121.32,118.099998,119.190002,119.190002,7162200
4/19/23,118.144997,120.370003,117.639999,120.099998,120.099998,3309700
4/20/23,118.370003,119.699997,117.82,118.400002,118.400002,4369700
4/21/23,114.955002,115.75,112.019997,115.5,115.5,7357800
4/24/23,115.529999,116.400002,114.510002,116.120003,116.120003,3239500
4/25/23,115.309998,115.43,112.470001,112.504997,112.504997,3659700
4/26/23,113.5,114.599998,113.199997,113.68,113.68,3615500
4/27/23,114.440002,115.849998,112.287003,115.25,115.25,3870500
4/28/23,114.599998,120.470001,113,119.669998,119.669998,4974300
5/1/23,119.260002,122.650002,118.980003,121.419998,121.419998,4830600
5/2/23,120.239998,121.699997,117.940002,120.580002,120.580002,4861800
5/3/23,120.849998,121.190002,117.970001,118.860001,118.860001,3687700
5/4/23,118.940002,119.169998,116.18,117.629997,117.629997,4939900
5/5/23,120.010002,120.300003,116.93,119.900002,119.900002,6618800
5/8/23,123.160004,127.555,122.980003,125.650002,125.650002,10142900
5/9/23,126.599998,128.960007,125.010002,127.07,127.07,15410300
